status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
5281959998_10150707200959999,"For months, Baltimore has been consumed with talk of a 25-year-old black man, Freddie Gray, whose encounter with the police, prosecutors say, cost him his life. But all eyes will soon be on another young black man: Officer William G. Porter, 26, on trial for manslaughter in Mr. Gray’s death.",Defense Prepares to Take Stand in Freddie Gray Case,link,http://nyti.ms/1NbkjCU,2015-12-09 08:25:21,270,34,50
5281959998_10150707187174999,Can it be logical for a liberal to vote for Ted Cruz?,You Say You Loathe Ted Cruz? You Still Might Want to Vote for Him,link,http://nyti.ms/1lOwPyW,2015-12-09 07:55:01,346,282,51
5281959998_10150707184744999,Breaking news: Yahoo has announced it won't spin off its stake in Alibaba and spin off all of its other assets instead.,Yahoo to Spin Off Its Core Businesses,link,http://nyti.ms/1IUsbEG,2015-12-09 07:22:13,248,40,46
5281959998_10150707174944999,The identity of Bitcoin's creator has been a mystery since the virtual currency's computer code was released in 2009.,Australian Police Raid Home of Man Said to Be Likely Creator of Bitcoin,link,http://nyti.ms/1ltVNnM,2015-12-09 06:55:01,643,222,126
5281959998_10150707170824999,"Since last year's Ebola outbreak, most Liberians have started to move on. But that's not the case for the young men who were called upon during the height of the crisis.",They Helped Erase Ebola in Liberia. Now Liberia Is Erasing Them.,link,http://nyti.ms/1XVvFTz,2015-12-09 06:29:00,1154,91,454
5281959998_10150707052084999,Survival rates after cardiac arrest vary drastically across the country.,CPR Survival Rates Can Differ Greatly by City,link,http://nyti.ms/1NFnBzV,2015-12-09 05:55:00,408,31,154
5281959998_10150707048954999,"Can machines outperform doctors? Not yet. But in some areas of medicine, they can make the care doctors deliver better.",Your New Medical Team: Algorithms and Physicians,link,http://nyti.ms/1NFnwMB,2015-12-09 04:55:00,291,25,66
5281959998_10150707035639999,The Mengke Glacier in northwest China is receding fast.,Chinese Glacier’s Retreat Signals Trouble for Asian Water Supply,link,http://nyti.ms/1NFkmbs,2015-12-09 03:55:00,503,29,120
5281959998_10150706881569999,"As the international community discusses climate change in Paris, an Indian photographer looks at his country’s reliance on coal. 

More: http://nyti.ms/1RCeIIR

Photo: Souvid Datta",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150706881569999/?type=3,2015-12-09 02:55:00,736,33,75
5281959998_10150706873599999,"""What is the connection between greenhouse gases and carbon?""
— Bernadine Bednarz, Los Angeles

Our reporters are answering your questions about climate change.",What Would You Like to Know About Climate Change?,link,http://nyti.ms/1N9VaZ7,2015-12-09 01:55:01,484,84,140
